CodMun,REGIAO,COD UF,UF,NOME MUNIC,POP EST,CLASSE POP
2605608,NE,26,PE,Flores,22567,4 - 20001 até 50000
2605707,NE,26,PE,Floresta,32483,4 - 20001 até 50000
2605806,NE,26,PE,Frei Miguelinho,15328,3 - 10001 até 20000
2605905,NE,26,PE,Gameleira,30709,4 - 20001 até 50000
2606002,NE,26,PE,Garanhuns,138642,6 - 100001 até 500000
2606101,NE,26,PE,Glória do Goitá,30425,4 - 20001 até 50000
2606200,NE,26,PE,Goiana,79249,5 - 50001 até 100000
2606309,NE,26,PE,Granito,7417,2 - 5001 até 10000
2606408,NE,26,PE,Gravatá,83241,5 - 50001 até 100000
2606507,NE,26,PE,Iati,19100,3 - 10001 até 20000
2606606,NE,26,PE,Ibimirim,28985,4 - 20001 até 50000
2606705,NE,26,PE,Ibirajuba,7735,2 - 5001 até 10000
2606804,NE,26,PE,Igarassu,115398,6 - 100001 até 500000
2606903,NE,26,PE,Iguaracy,12175,3 - 10001 até 20000
2607000,NE,26,PE,Inajá,22801,4 - 20001 até 50000
2607109,NE,26,PE,Ingazeira,4542,1 - Até 5000
2607208,NE,26,PE,Ipojuca,94533,5 - 50001 até 100000
2607307,NE,26,PE,Ipubi,30447,4 - 20001 até 50000
2607406,NE,26,PE,Itacuruba,4858,1 - Até 5000
2607505,NE,26,PE,Itaíba,26314,4 - 20001 até 50000
2607604,NE,26,PE,Ilha de Itamaracá,25789,4 - 20001 até 50000
2607653,NE,26,PE,Itambé,36320,4 - 20001 até 50000
2607703,NE,26,PE,Itapetim,13638,3 - 10001 até 20000
2607752,NE,26,PE,Itapissuma,26338,4 - 20001 até 50000
2607802,NE,26,PE,Itaquitinga,16859,3 - 10001 até 20000
2607901,NE,26,PE,Jaboatão dos Guararapes,695956,7 - Maior que 500000
2607950,NE,26,PE,Jaqueira,11634,3 - 10001 até 20000
2608008,NE,26,PE,Jataúba,17026,3 - 10001 até 20000
2608057,NE,26,PE,Jatobá,14703,3 - 10001 até 20000
2608107,NE,26,PE,João Alfredo,33485,4 - 20001 até 50000
2608206,NE,26,PE,Joaquim Nabuco,15989,3 - 10001 até 20000
2608255,NE,26,PE,Jucati,11334,3 - 10001 até 20000
2608305,NE,26,PE,Jupi,14712,3 - 10001 até 20000
2608404,NE,26,PE,Jurema,15284,3 - 10001 até 20000
2608453,NE,26,PE,Lagoa do Carro,17847,3 - 10001 até 20000
2608503,NE,26,PE,Lagoa de Itaenga,21338,4 - 20001 até 50000
2608602,NE,26,PE,Lagoa do Ouro,13033,3 - 10001 até 20000
2608701,NE,26,PE,Lagoa dos Gatos,16218,3 - 10001 até 20000
2608750,NE,26,PE,Lagoa Grande,25294,4 - 20001 até 50000
2608800,NE,26,PE,Lajedo,39888,4 - 20001 até 50000
2608909,NE,26,PE,Limoeiro,56140,5 - 50001 até 100000
2609006,NE,26,PE,Macaparana,25214,4 - 20001 até 50000
2609105,NE,26,PE,Machados,15820,3 - 10001 até 20000
2609154,NE,26,PE,Manari,21047,4 - 20001 até 50000
2609204,NE,26,PE,Maraial,11433,3 - 10001 até 20000
2609303,NE,26,PE,Mirandiba,15270,3 - 10001 até 20000
2609402,NE,26,PE,Moreno,62119,5 - 50001 até 100000
2609501,NE,26,PE,Nazaré da Mata,32280,4 - 20001 até 50000
2609600,NE,26,PE,Olinda,390771,6 - 100001 até 500000
2609709,NE,26,PE,Orobó,23768,4 - 20001 até 50000
2609808,NE,26,PE,Orocó,14794,3 - 10001 até 20000
2609907,NE,26,PE,Ouricuri,68776,5 - 50001 até 100000
2610004,NE,26,PE,Palmares,62832,5 - 50001 até 100000
2610103,NE,26,PE,Palmeirina,7761,2 - 5001 até 10000
2610202,NE,26,PE,Panelas,26417,4 - 20001 até 50000
2610301,NE,26,PE,Paranatama,11449,3 - 10001 até 20000
2610400,NE,26,PE,Parnamirim,21383,4 - 20001 até 50000
2610509,NE,26,PE,Passira,28889,4 - 20001 até 50000
2610608,NE,26,PE,Paudalho,55942,5 - 50001 até 100000
2610707,NE,26,PE,Paulista,328353,6 - 100001 até 500000
2610806,NE,26,PE,Pedra,22505,4 - 20001 até 50000
2610905,NE,26,PE,Pesqueira,66881,5 - 50001 até 100000
2611002,NE,26,PE,Petrolândia,36108,4 - 20001 até 50000
2611101,NE,26,PE,Petrolina,343219,6 - 100001 até 500000
2611200,NE,26,PE,Poção,11268,3 - 10001 até 20000
2611309,NE,26,PE,Pombos,26960,4 - 20001 até 50000
2611408,NE,26,PE,Primavera,14798,3 - 10001 até 20000
2611507,NE,26,PE,Quipapá,25831,4 - 20001 até 50000
2611533,NE,26,PE,Quixaba,6802,2 - 5001 até 10000
2611606,NE,26,PE,Recife,1633697,7 - Maior que 500000
2611705,NE,26,PE,Riacho das Almas,20392,4 - 20001 até 50000
2611804,NE,26,PE,Ribeirão,47088,4 - 20001 até 50000
2611903,NE,26,PE,Rio Formoso,23379,4 - 20001 até 50000
2612000,NE,26,PE,Sairé,10065,3 - 10001 até 20000
2612109,NE,26,PE,Salgadinho,10747,3 - 10001 até 20000
2612208,NE,26,PE,Salgueiro,60453,5 - 50001 até 100000
2612307,NE,26,PE,Saloá,15779,3 - 10001 até 20000
2612406,NE,26,PE,Sanharó,25979,4 - 20001 até 50000
2612455,NE,26,PE,Santa Cruz,15202,3 - 10001 até 20000
2612471,NE,26,PE,Santa Cruz da Baixa Verde,12501,3 - 10001 até 20000
2612505,NE,26,PE,Santa Cruz do Capibaribe,105761,6 - 100001 até 500000
2612554,NE,26,PE,Santa Filomena,14355,3 - 10001 até 20000
2612604,NE,26,PE,Santa Maria da Boa Vista,41652,4 - 20001 até 50000
2612703,NE,26,PE,Santa Maria do Cambucá,14013,3 - 10001 até 20000
2612802,NE,26,PE,Santa Terezinha,11734,3 - 10001 até 20000
2612901,NE,26,PE,São Benedito do Sul,15683,3 - 10001 até 20000
2613008,NE,26,PE,São Bento do Una,58824,5 - 50001 até 100000
2613107,NE,26,PE,São Caitano,37023,4 - 20001 até 50000
2613206,NE,26,PE,São João,22628,4 - 20001 até 50000
2613305,NE,26,PE,São Joaquim do Monte,21257,4 - 20001 até 50000
2613404,NE,26,PE,São José da Coroa Grande,20963,4 - 20001 até 50000
2613503,NE,26,PE,São José do Belmonte,33804,4 - 20001 até 50000
2613602,NE,26,PE,São José do Egito,33704,4 - 20001 até 50000
2613701,NE,26,PE,São Lourenço da Mata,112099,6 - 100001 até 500000
2613800,NE,26,PE,São Vicente Ferrer,17904,3 - 10001 até 20000
2613909,NE,26,PE,Serra Talhada,85568,5 - 50001 até 100000
2614006,NE,26,PE,Serrita,19080,3 - 10001 até 20000
2614105,NE,26,PE,Sertânia,35670,4 - 20001 até 50000
2614204,NE,26,PE,Sirinhaém,45263,4 - 20001 até 50000
2614303,NE,26,PE,Moreilândia,11238,3 - 10001 até 20000
2614402,NE,26,PE,Solidão,5978,2 - 5001 até 10000
2614501,NE,26,PE,Surubim,64373,5 - 50001 até 100000
2614600,NE,26,PE,Tabira,28301,4 - 20001 até 50000
2614709,NE,26,PE,Tacaimbó,12853,3 - 10001 até 20000
2614808,NE,26,PE,Tacaratu,25368,4 - 20001 até 50000
2614857,NE,26,PE,Tamandaré,23100,4 - 20001 até 50000
2615003,NE,26,PE,Taquaritinga do Norte,28358,4 - 20001 até 50000
2615102,NE,26,PE,Terezinha,7120,2 - 5001 até 10000
2615201,NE,26,PE,Terra Nova,10437,3 - 10001 até 20000
2615300,NE,26,PE,Timbaúba,53083,5 - 50001 até 100000
2615409,NE,26,PE,Toritama,44189,4 - 20001 até 50000
2615508,NE,26,PE,Tracunhaém,13689,3 - 10001 até 20000
2615607,NE,26,PE,Trindade,30155,4 - 20001 até 50000
2615706,NE,26,PE,Triunfo,15221,3 - 10001 até 20000
2615805,NE,26,PE,Tupanatinga,26990,4 - 20001 até 50000
2615904,NE,26,PE,Tuparetama,8169,2 - 5001 até 10000
2616001,NE,26,PE,Venturosa,18258,3 - 10001 até 20000
2616100,NE,26,PE,Verdejante,9490,2 - 5001 até 10000
2616183,NE,26,PE,Vertente do Lério,7641,2 - 5001 até 10000
2616209,NE,26,PE,Vertentes,20460,4 - 20001 até 50000
2616308,NE,26,PE,Vicência,32429,4 - 20001 até 50000
2616407,NE,26,PE,Vitória de Santo Antão,137578,6 - 100001 até 500000
2616506,NE,26,PE,Xexéu,14651,3 - 10001 até 20000
2700102,NE,27,AL,Água Branca,20467,4 - 20001 até 50000
2700201,NE,27,AL,Anadia,17818,3 - 10001 até 20000
2700300,NE,27,AL,Arapiraca,234185,6 - 100001 até 500000
2700409,NE,27,AL,Atalaia,47744,4 - 20001 até 50000
2700508,NE,27,AL,Barra de Santo Antônio,16064,3 - 10001 até 20000
2700607,NE,27,AL,Barra de São Miguel,8401,2 - 5001 até 10000
2700706,NE,27,AL,Batalha,18757,3 - 10001 até 20000
2700805,NE,27,AL,Belém,4453,1 - Até 5000
2700904,NE,27,AL,Belo Monte,6797,2 - 5001 até 10000
2701001,NE,27,AL,Boca da Mata,27590,4 - 20001 até 50000
2701100,NE,27,AL,Branquinha,10675,3 - 10001 até 20000
2701209,NE,27,AL,Cacimbinhas,10897,3 - 10001 até 20000
2701308,NE,27,AL,Cajueiro,21526,4 - 20001 até 50000
2701357,NE,27,AL,Campestre,7024,2 - 5001 até 10000
2701407,NE,27,AL,Campo Alegre,57548,5 - 50001 até 100000
2701506,NE,27,AL,Campo Grande,9692,2 - 5001 até 10000
2701605,NE,27,AL,Canapi,17983,3 - 10001 até 20000
2701704,NE,27,AL,Capela,17354,3 - 10001 até 20000
2701803,NE,27,AL,Carneiros,9155,2 - 5001 até 10000
2701902,NE,27,AL,Chã Preta,7427,2 - 5001 até 10000
2702009,NE,27,AL,Coité do Nóia,10888,3 - 10001 até 20000
2702108,NE,27,AL,Colônia Leopoldina,21926,4 - 20001 até 50000
2702207,NE,27,AL,Coqueiro Seco,5918,2 - 5001 até 10000
2702306,NE,27,AL,Coruripe,57498,5 - 50001 até 100000
2702355,NE,27,AL,Craíbas,24510,4 - 20001 até 50000
2702405,NE,27,AL,Delmiro Gouveia,52597,5 - 50001 até 100000
2702504,NE,27,AL,Dois Riachos,11214,3 - 10001 até 20000
2702553,NE,27,AL,Estrela de Alagoas,18435,3 - 10001 até 20000
2702603,NE,27,AL,Feira Grande,22481,4 - 20001 até 50000
2702702,NE,27,AL,Feliz Deserto,4806,1 - Até 5000
2702801,NE,27,AL,Flexeiras,12966,3 - 10001 até 20000
2702900,NE,27,AL,Girau do Ponciano,41279,4 - 20001 até 50000
2703007,NE,27,AL,Ibateguara,15840,3 - 10001 até 20000
2703106,NE,27,AL,Igaci,26022,4 - 20001 até 50000
2703205,NE,27,AL,Igreja Nova,24793,4 - 20001 até 50000
2703304,NE,27,AL,Inhapi,18652,3 - 10001 até 20000
2703403,NE,27,AL,Jacaré dos Homens,5356,2 - 5001 até 10000
2703502,NE,27,AL,Jacuípe,7135,2 - 5001 até 10000
2703601,NE,27,AL,Japaratinga,8453,2 - 5001 até 10000
2703700,NE,27,AL,Jaramataia,5676,2 - 5001 até 10000
2703759,NE,27,AL,Jequiá da Praia,11782,3 - 10001 até 20000
2703809,NE,27,AL,Joaquim Gomes,24280,4 - 20001 até 50000
2703908,NE,27,AL,Jundiá,4231,1 - Até 5000
2704005,NE,27,AL,Junqueiro,25093,4 - 20001 até 50000
2704104,NE,27,AL,Lagoa da Canoa,18175,3 - 10001 até 20000
2704203,NE,27,AL,Limoeiro de Anadia,28953,4 - 20001 até 50000
2704302,NE,27,AL,Maceió,1029129,7 - Maior que 500000
2704401,NE,27,AL,Major Isidoro,20200,4 - 20001 até 50000
2704500,NE,27,AL,Maragogi,32940,4 - 20001 até 50000
2704609,NE,27,AL,Maravilha,9418,2 - 5001 até 10000
2704708,NE,27,AL,Marechal Deodoro,52260,5 - 50001 até 100000
2704807,NE,27,AL,Maribondo,13514,3 - 10001 até 20000
2704906,NE,27,AL,Mar Vermelho,3579,1 - Até 5000
2705002,NE,27,AL,Mata Grande,25589,4 - 20001 até 50000
2705101,NE,27,AL,Matriz de Camaragibe,25012,4 - 20001 até 50000
2705200,NE,27,AL,Messias,17988,3 - 10001 até 20000
2705309,NE,27,AL,Minador do Negrão,5413,2 - 5001 até 10000
2705408,NE,27,AL,Monteirópolis,7260,2 - 5001 até 10000
2705507,NE,27,AL,Murici,28579,4 - 20001 até 50000
2705606,NE,27,AL,Novo Lino,12821,3 - 10001 até 20000
2705705,NE,27,AL,Olho dÁgua das Flores,21767,4 - 20001 até 50000
2705804,NE,27,AL,Olho dÁgua do Casado,9459,2 - 5001 até 10000
2705903,NE,27,AL,Olho dÁgua Grande,5195,2 - 5001 até 10000
2706000,NE,27,AL,Olivença,11772,3 - 10001 até 20000
2706109,NE,27,AL,Ouro Branco,11635,3 - 10001 até 20000
2706208,NE,27,AL,Palestina,5066,2 - 5001 até 10000
2706307,NE,27,AL,Palmeira dos Índios,74208,5 - 50001 até 100000
2706406,NE,27,AL,Pão de Açúcar,24792,4 - 20001 até 50000
2706422,NE,27,AL,Pariconha,10684,3 - 10001 até 20000
2706448,NE,27,AL,Paripueira,13252,3 - 10001 até 20000
2706505,NE,27,AL,Passo de Camaragibe,15461,3 - 10001 até 20000
2706604,NE,27,AL,Paulo Jacinto,7679,2 - 5001 até 10000
2706703,NE,27,AL,Penedo,64497,5 - 50001 até 100000
2706802,NE,27,AL,Piaçabuçu,18074,3 - 10001 até 20000
2706901,NE,27,AL,Pilar,35552,4 - 20001 até 50000
2707008,NE,27,AL,Pindoba,2953,1 - Até 5000
2707107,NE,27,AL,Piranhas,25298,4 - 20001 até 50000
2707206,NE,27,AL,Poço das Trincheiras,14575,3 - 10001 até 20000
2707305,NE,27,AL,Porto Calvo,27501,4 - 20001 até 50000
2707404,NE,27,AL,Porto de Pedras,7965,2 - 5001 até 10000
2707503,NE,27,AL,Porto Real do Colégio,20327,4 - 20001 até 50000
2707602,NE,27,AL,Quebrangulo,11496,3 - 10001 até 20000
2707701,NE,27,AL,Rio Largo,76019,5 - 50001 até 100000
2707800,NE,27,AL,Roteiro,6774,2 - 5001 até 10000
2707909,NE,27,AL,Santa Luzia do Norte,7386,2 - 5001 até 10000
2708006,NE,27,AL,Santana do Ipanema,48232,4 - 20001 até 50000
2708105,NE,27,AL,Santana do Mundaú,10899,3 - 10001 até 20000
2708204,NE,27,AL,São Brás,7058,2 - 5001 até 10000
2708303,NE,27,AL,São José da Laje,24226,4 - 20001 até 50000
2708402,NE,27,AL,São José da Tapera,32626,4 - 20001 até 50000
2708501,NE,27,AL,São Luís do Quitunde,34961,4 - 20001 até 50000
2708600,NE,27,AL,São Miguel dos Campos,61827,5 - 50001 até 100000
2708709,NE,27,AL,São Miguel dos Milagres,8022,2 - 5001 até 10000
2708808,NE,27,AL,São Sebastião,34551,4 - 20001 até 50000
2708907,NE,27,AL,Satuba,13949,3 - 10001 até 20000
2708956,NE,27,AL,Senador Rui Palmeira,14036,3 - 10001 até 20000
2709004,NE,27,AL,Tanque dArca,6270,2 - 5001 até 10000
2709103,NE,27,AL,Taquarana,20205,4 - 20001 até 50000
2709152,NE,27,AL,Teotônio Vilela,44666,4 - 20001 até 50000
2709202,NE,27,AL,Traipu,28070,4 - 20001 até 50000
2709301,NE,27,AL,União dos Palmares,66477,5 - 50001 até 100000
2709400,NE,27,AL,Viçosa,26143,4 - 20001 até 50000
2800100,NE,28,SE,Amparo de São Francisco,2390,1 - Até 5000
2800209,NE,28,SE,Aquidabã,21589,4 - 20001 até 50000
2800308,NE,28,SE,Aracaju,650106,7 - Maior que 500000
2800407,NE,28,SE,Arauá,10362,3 - 10001 até 20000
2800506,NE,28,SE,Areia Branca,18489,3 - 10001 até 20000
2800605,NE,28,SE,Barra dos Coqueiros,29807,4 - 20001 até 50000
2800670,NE,28,SE,Boquim,26961,4 - 20001 até 50000
2800704,NE,28,SE,Brejo Grande,8322,2 - 5001 até 10000
2801009,NE,28,SE,Campo do Brito,18111,3 - 10001 até 20000
2801108,NE,28,SE,Canhoba,4058,1 - Até 5000
2801207,NE,28,SE,Canindé de São Francisco,29372,4 - 20001 até 50000
2801306,NE,28,SE,Capela,34050,4 - 20001 até 50000
2801405,NE,28,SE,Carira,21842,4 - 20001 até 50000
2801504,NE,28,SE,Carmópolis,16275,3 - 10001 até 20000
2801603,NE,28,SE,Cedro de São João,5933,2 - 5001 até 10000
2801702,NE,28,SE,Cristinápolis,18270,3 - 10001 até 20000
2801900,NE,28,SE,Cumbe,4012,1 - Até 5000
2802007,NE,28,SE,Divina Pastora,5058,2 - 5001 até 10000
2802106,NE,28,SE,Estância,69278,5 - 50001 até 100000
2802205,NE,28,SE,Feira Nova,5616,2 - 5001 até 10000
2802304,NE,28,SE,Frei Paulo,15349,3 - 10001 até 20000
2802403,NE,28,SE,Gararu,11736,3 - 10001 até 20000
2802502,NE,28,SE,General Maynard,3315,1 - Até 5000
2802601,NE,28,SE,Graccho Cardoso,5870,2 - 5001 até 10000
2802700,NE,28,SE,Ilha das Flores,8611,2 - 5001 até 10000
2802809,NE,28,SE,Indiaroba,17810,3 - 10001 até 20000
2802908,NE,28,SE,Itabaiana,95196,5 - 50001 até 100000
2803005,NE,28,SE,Itabaianinha,41961,4 - 20001 até 50000
2803104,NE,28,SE,Itabi,4988,1 - Até 5000
2803203,NE,28,SE,Itaporanga dAjuda,34101,4 - 20001 até 50000
2803302,NE,28,SE,Japaratuba,18656,3 - 10001 até 20000
2803401,NE,28,SE,Japoatã,13238,3 - 10001 até 20000
2803500,NE,28,SE,Lagarto,104099,6 - 100001 até 500000
2803609,NE,28,SE,Laranjeiras,29700,4 - 20001 até 50000
2803708,NE,28,SE,Macambira,6920,2 - 5001 até 10000
2803807,NE,28,SE,Malhada dos Bois,3693,1 - Até 5000
2803906,NE,28,SE,Malhador,12691,3 - 10001 até 20000
2804003,NE,28,SE,Maruim,17297,3 - 10001 até 20000
2804102,NE,28,SE,Moita Bonita,11438,3 - 10001 até 20000
2804201,NE,28,SE,Monte Alegre de Sergipe,15177,3 - 10001 até 20000
2804300,NE,28,SE,Muribeca,7683,2 - 5001 até 10000
2804409,NE,28,SE,Neópolis,18953,3 - 10001 até 20000
2804458,NE,28,SE,Nossa Senhora Aparecida,8869,2 - 5001 até 10000
2804508,NE,28,SE,Nossa Senhora da Glória,36613,4 - 20001 até 50000
2804607,NE,28,SE,Nossa Senhora das Dores,26624,4 - 20001 até 50000
2804706,NE,28,SE,Nossa Senhora de Lourdes,6530,2 - 5001 até 10000
2804805,NE,28,SE,Nossa Senhora do Socorro,181928,6 - 100001 até 500000
2804904,NE,28,SE,Pacatuba,14420,3 - 10001 até 20000
2805000,NE,28,SE,Pedra Mole,3254,1 - Até 5000
2805109,NE,28,SE,Pedrinhas,9594,2 - 5001 até 10000
2805208,NE,28,SE,Pinhão,6556,2 - 5001 até 10000
2805307,NE,28,SE,Pirambu,9241,2 - 5001 até 10000
2805406,NE,28,SE,Poço Redondo,34529,4 - 20001 até 50000
2805505,NE,28,SE,Poço Verde,23740,4 - 20001 até 50000
2805604,NE,28,SE,Porto da Folha,28735,4 - 20001 até 50000
2805703,NE,28,SE,Propriá,29834,4 - 20001 até 50000
2805802,NE,28,SE,Riachão do Dantas,20014,4 - 20001 até 50000
2805901,NE,28,SE,Riachuelo,10196,3 - 10001 até 20000
2806008,NE,28,SE,Ribeirópolis,18641,3 - 10001 até 20000
2806107,NE,28,SE,Rosário do Catete,10699,3 - 10001 até 20000
2806206,NE,28,SE,Salgado,20168,4 - 20001 até 50000
2806305,NE,28,SE,Santa Luzia do Itanhy,14034,3 - 10001 até 20000
2806404,NE,28,SE,Santana do São Francisco,7751,2 - 5001 até 10000
2806503,NE,28,SE,Santa Rosa de Lima,3938,1 - Até 5000
2806602,NE,28,SE,Santo Amaro das Brotas,12146,3 - 10001 até 20000
2806701,NE,28,SE,São Cristóvão,89232,5 - 50001 até 100000
2806800,NE,28,SE,São Domingos,11133,3 - 10001 até 20000
2806909,NE,28,SE,São Francisco,3983,1 - Até 5000
2807006,NE,28,SE,São Miguel do Aleixo,3943,1 - Até 5000
2807105,NE,28,SE,Simão Dias,40838,4 - 20001 até 50000
2807204,NE,28,SE,Siriri,8851,2 - 5001 até 10000
2807303,NE,28,SE,Telha,3221,1 - Até 5000
2807402,NE,28,SE,Tobias Barreto,52156,5 - 50001 até 100000
2807501,NE,28,SE,Tomar do Geru,13208,3 - 10001 até 20000
2807600,NE,28,SE,Umbaúba,25114,4 - 20001 até 50000
2900108,NE,29,BA,Abaíra,9199,2 - 5001 até 10000
2900207,NE,29,BA,Abaré,20189,4 - 20001 até 50000
2900306,NE,29,BA,Acajutiba,15727,3 - 10001 até 20000
2900355,NE,29,BA,Adustina,17349,3 - 10001 até 20000
2900405,NE,29,BA,Água Fria,17508,3 - 10001 até 20000
2900504,NE,29,BA,Érico Cardoso,11212,3 - 10001 até 20000
2900603,NE,29,BA,Aiquara,4725,1 - Até 5000
2900702,NE,29,BA,Alagoinhas,155979,6 - 100001 até 500000
2900801,NE,29,BA,Alcobaça,23376,4 - 20001 até 50000
2900900,NE,29,BA,Almadina,5985,2 - 5001 até 10000
2901007,NE,29,BA,Amargosa,38259,4 - 20001 até 50000
2901106,NE,29,BA,Amélia Rodrigues,26409,4 - 20001 até 50000
2901155,NE,29,BA,América Dourada,16798,3 - 10001 até 20000
2901205,NE,29,BA,Anagé,19568,3 - 10001 até 20000
2901304,NE,29,BA,Andaraí,13737,3 - 10001 até 20000
2901353,NE,29,BA,Andorinha,15490,3 - 10001 até 20000
2901403,NE,29,BA,Angical,14690,3 - 10001 até 20000
2901502,NE,29,BA,Anguera,11481,3 - 10001 até 20000
2901601,NE,29,BA,Antas,19569,3 - 10001 até 20000
2901700,NE,29,BA,Antônio Cardoso,12208,3 - 10001 até 20000
2901809,NE,29,BA,Antônio Gonçalves,12072,3 - 10001 até 20000
2901908,NE,29,BA,Aporá,18334,3 - 10001 até 20000
2901957,NE,29,BA,Apuarema,7730,2 - 5001 até 10000
2902005,NE,29,BA,Aracatu,13962,3 - 10001 até 20000
2902054,NE,29,BA,Araças,12608,3 - 10001 até 20000
2902104,NE,29,BA,Araci,55935,5 - 50001 até 100000
2902203,NE,29,BA,Aramari,11703,3 - 10001 até 20000
2902252,NE,29,BA,Arataca,11661,3 - 10001 até 20000
2902302,NE,29,BA,Aratuípe,9171,2 - 5001 até 10000
2902401,NE,29,BA,Aurelino Leal,12706,3 - 10001 até 20000
2902500,NE,29,BA,Baianópolis,14323,3 - 10001 até 20000
2902609,NE,29,BA,Baixa Grande,21403,4 - 20001 até 50000
2902658,NE,29,BA,Banzaê,13765,3 - 10001 até 20000
2902708,NE,29,BA,Barra,54915,5 - 50001 até 100000
2902807,NE,29,BA,Barra da Estiva,22082,4 - 20001 até 50000
2902906,NE,29,BA,Barra do Choça,34121,4 - 20001 até 50000
2903003,NE,29,BA,Barra do Mendes,14560,3 - 10001 até 20000
2903102,NE,29,BA,Barra do Rocha,6258,2 - 5001 até 10000
2903201,NE,29,BA,Barreiras,157638,6 - 100001 até 500000
2903235,NE,29,BA,Barro Alto,15217,3 - 10001 até 20000
2903276,NE,29,BA,Barrocas,16296,3 - 10001 até 20000
2903300,NE,29,BA,Barro Preto,6251,2 - 5001 até 10000
2903409,NE,29,BA,Belmonte,24013,4 - 20001 até 50000
2903508,NE,29,BA,Belo Campo,18247,3 - 10001 até 20000
2903607,NE,29,BA,Biritinga,16653,3 - 10001 até 20000
2903706,NE,29,BA,Boa Nova,14069,3 - 10001 até 20000
2903805,NE,29,BA,Boa Vista do Tupim,19502,3 - 10001 até 20000
2903904,NE,29,BA,Bom Jesus da Lapa,70618,5 - 50001 até 100000
2903953,NE,29,BA,Bom Jesus da Serra,10477,3 - 10001 até 20000
2904001,NE,29,BA,Boninal,14760,3 - 10001 até 20000
2904050,NE,29,BA,Bonito,17131,3 - 10001 até 20000
2904100,NE,29,BA,Boquira,22464,4 - 20001 até 50000
2904209,NE,29,BA,Botuporã,10898,3 - 10001 até 20000
2904308,NE,29,BA,Brejões,15122,3 - 10001 até 20000
2904407,NE,29,BA,Brejolândia,10833,3 - 10001 até 20000
2904506,NE,29,BA,Brotas de Macaúbas,10974,3 - 10001 até 20000
2904605,NE,29,BA,Brumado,69677,5 - 50001 até 100000
2904704,NE,29,BA,Buerarema,19256,3 - 10001 até 20000
2904753,NE,29,BA,Buritirama,21786,4 - 20001 até 50000
2904803,NE,29,BA,Caatiba,7841,2 - 5001 até 10000
2904852,NE,29,BA,Cabaceiras do Paraguaçu,19312,3 - 10001 até 20000
2904902,NE,29,BA,Cachoeira,35139,4 - 20001 até 50000
2905008,NE,29,BA,Caculé,23817,4 - 20001 até 50000
2905107,NE,29,BA,Caém,10058,3 - 10001 até 20000
2905156,NE,29,BA,Caetanos,16106,3 - 10001 até 20000
2905206,NE,29,BA,Caetité,52853,5 - 50001 até 100000
2905305,NE,29,BA,Cafarnaum,19006,3 - 10001 até 20000
2905404,NE,29,BA,Cairu,18224,3 - 10001 até 20000
2905503,NE,29,BA,Caldeirão Grande,13713,3 - 10001 até 20000
2905602,NE,29,BA,Camacan,33310,4 - 20001 até 50000
2905701,NE,29,BA,Camaçari,296893,6 - 100001 até 500000
2905800,NE,29,BA,Camamu,36644,4 - 20001 até 50000
2905909,NE,29,BA,Campo Alegre de Lourdes,30048,4 - 20001 até 50000
2906006,NE,29,BA,Campo Formoso,73448,5 - 50001 até 100000
2906105,NE,29,BA,Canápolis,10151,3 - 10001 até 20000
2906204,NE,29,BA,Canarana,26862,4 - 20001 até 50000
2906303,NE,29,BA,Canavieiras,33002,4 - 20001 até 50000
2906402,NE,29,BA,Candeal,8837,2 - 5001 até 10000
2906501,NE,29,BA,Candeias,89707,5 - 50001 até 100000
2906600,NE,29,BA,Candiba,14792,3 - 10001 até 20000
2906709,NE,29,BA,Cândido Sales,26674,4 - 20001 até 50000
2906808,NE,29,BA,Cansanção,36191,4 - 20001 até 50000
2906824,NE,29,BA,Canudos,17316,3 - 10001 até 20000
2906857,NE,29,BA,Capela do Alto Alegre,12199,3 - 10001 até 20000
2906873,NE,29,BA,Capim Grosso,31392,4 - 20001 até 50000
2906899,NE,29,BA,Caraíbas,9773,2 - 5001 até 10000
2906907,NE,29,BA,Caravelas,22740,4 - 20001 até 50000
2907004,NE,29,BA,Cardeal da Silva,9544,2 - 5001 até 10000
2907103,NE,29,BA,Carinhanha,30118,4 - 20001 até 50000
2907202,NE,29,BA,Casa Nova,73382,5 - 50001 até 100000
2907301,NE,29,BA,Castro Alves,27238,4 - 20001 até 50000
2907400,NE,29,BA,Catolândia,3669,1 - Até 5000
2907509,NE,29,BA,Catu,56459,5 - 50001 até 100000
2907558,NE,29,BA,Caturama,9764,2 - 5001 até 10000
2907608,NE,29,BA,Central,17969,3 - 10001 até 20000
2907707,NE,29,BA,Chorrochó,11591,3 - 10001 até 20000
2907806,NE,29,BA,Cícero Dantas,34676,4 - 20001 até 50000
2907905,NE,29,BA,Cipó,17739,3 - 10001 até 20000
2908002,NE,29,BA,Coaraci,19022,3 - 10001 até 20000
2908101,NE,29,BA,Cocos,19498,3 - 10001 até 20000
2908200,NE,29,BA,Conceição da Feira,23024,4 - 20001 até 50000
2908309,NE,29,BA,Conceição do Almeida,18229,3 - 10001 até 20000
2908408,NE,29,BA,Conceição do Coité,68303,5 - 50001 até 100000
2908507,NE,29,BA,Conceição do Jacuípe,33876,4 - 20001 até 50000
2908606,NE,29,BA,Conde,26371,4 - 20001 até 50000
2908705,NE,29,BA,Condeúba,18191,3 - 10001 até 20000
2908804,NE,29,BA,Contendas do Sincorá,4299,1 - Até 5000
