CodMun,REGIAO,COD UF,UF,NOME MUNIC,POP EST,CLASSE POP
2908903,NE,29,BA,Coração de Maria,23896,4 - 20001 até 50000
2909000,NE,29,BA,Cordeiros,8904,2 - 5001 até 10000
2909109,NE,29,BA,Coribe,14933,3 - 10001 até 20000
2909208,NE,29,BA,Coronel João Sá,16814,3 - 10001 até 20000
2909307,NE,29,BA,Correntina,33361,4 - 20001 até 50000
2909406,NE,29,BA,Cotegipe,14414,3 - 10001 até 20000
2909505,NE,29,BA,Cravolândia,5576,2 - 5001 até 10000
2909604,NE,29,BA,Crisópolis,21835,4 - 20001 até 50000
2909703,NE,29,BA,Cristópolis,14403,3 - 10001 até 20000
2909802,NE,29,BA,Cruz das Almas,64932,5 - 50001 até 100000
2909901,NE,29,BA,Curaçá,35524,4 - 20001 até 50000
2910008,NE,29,BA,Dário Meira,11716,3 - 10001 até 20000
2910057,NE,29,BA,Dias dÁvila,80657,5 - 50001 até 100000
2910107,NE,29,BA,Dom Basílio,12604,3 - 10001 até 20000
2910206,NE,29,BA,Dom Macedo Costa,4212,1 - Até 5000
2910305,NE,29,BA,Elísio Medrado,8461,2 - 5001 até 10000
2910404,NE,29,BA,Encruzilhada,19376,3 - 10001 até 20000
2910503,NE,29,BA,Entre Rios,43223,4 - 20001 até 50000
2910602,NE,29,BA,Esplanada,37845,4 - 20001 até 50000
2910701,NE,29,BA,Euclides da Cunha,61924,5 - 50001 até 100000
2910727,NE,29,BA,Eunápolis,115290,6 - 100001 até 500000
2910750,NE,29,BA,Fátima,18443,3 - 10001 até 20000
2910776,NE,29,BA,Feira da Mata,5922,2 - 5001 até 10000
2910800,NE,29,BA,Feira de Santana,627477,7 - Maior que 500000
2910859,NE,29,BA,Filadélfia,17176,3 - 10001 até 20000
2910909,NE,29,BA,Firmino Alves,5822,2 - 5001 até 10000
2911006,NE,29,BA,Floresta Azul,11244,3 - 10001 até 20000
2911105,NE,29,BA,Formosa do Rio Preto,25912,4 - 20001 até 50000
2911204,NE,29,BA,Gandu,33234,4 - 20001 até 50000
2911253,NE,29,BA,Gavião,4725,1 - Até 5000
2911303,NE,29,BA,Gentio do Ouro,11639,3 - 10001 até 20000
2911402,NE,29,BA,Glória,15840,3 - 10001 até 20000
2911501,NE,29,BA,Gongogi,7848,2 - 5001 até 10000
2911600,NE,29,BA,Governador Mangabeira,21495,4 - 20001 até 50000
2911659,NE,29,BA,Guajeru,8081,2 - 5001 até 10000
2911709,NE,29,BA,Guanambi,86808,5 - 50001 até 100000
2911808,NE,29,BA,Guaratinga,22154,4 - 20001 até 50000
2911857,NE,29,BA,Heliópolis,13718,3 - 10001 até 20000
2911907,NE,29,BA,Iaçu,25884,4 - 20001 até 50000
2912004,NE,29,BA,Ibiassucê,10183,3 - 10001 até 20000
2912103,NE,29,BA,Ibicaraí,23529,4 - 20001 até 50000
2912202,NE,29,BA,Ibicoara,19786,3 - 10001 até 20000
2912301,NE,29,BA,Ibicuí,16796,3 - 10001 até 20000
2912400,NE,29,BA,Ibipeba,18678,3 - 10001 até 20000
2912509,NE,29,BA,Ibipitanga,15413,3 - 10001 até 20000
2912608,NE,29,BA,Ibiquera,4214,1 - Até 5000
2912707,NE,29,BA,Ibirapitanga,24293,4 - 20001 até 50000
2912806,NE,29,BA,Ibirapuã,8852,2 - 5001 até 10000
2912905,NE,29,BA,Ibirataia,17221,3 - 10001 até 20000
2913002,NE,29,BA,Ibitiara,16855,3 - 10001 até 20000
2913101,NE,29,BA,Ibititá,17948,3 - 10001 até 20000
2913200,NE,29,BA,Ibotirama,27862,4 - 20001 até 50000
2913309,NE,29,BA,Ichu,6437,2 - 5001 até 10000
2913408,NE,29,BA,Igaporã,16283,3 - 10001 até 20000
2913457,NE,29,BA,Igrapiúna,14187,3 - 10001 até 20000
2913507,NE,29,BA,Iguaí,27939,4 - 20001 até 50000
2913606,NE,29,BA,Ilhéus,176341,6 - 100001 até 500000
2913705,NE,29,BA,Inhambupe,40453,4 - 20001 até 50000
2913804,NE,29,BA,Ipecaetá,15499,3 - 10001 até 20000
2913903,NE,29,BA,Ipiaú,47704,4 - 20001 até 50000
2914000,NE,29,BA,Ipirá,62631,5 - 50001 até 100000
2914109,NE,29,BA,Ipupiara,10157,3 - 10001 até 20000
2914208,NE,29,BA,Irajuba,7521,2 - 5001 até 10000
2914307,NE,29,BA,Iramaia,9901,2 - 5001 até 10000
2914406,NE,29,BA,Iraquara,25536,4 - 20001 até 50000
2914505,NE,29,BA,Irará,29879,4 - 20001 até 50000
2914604,NE,29,BA,Irecê,74483,5 - 50001 até 100000
2914653,NE,29,BA,Itabela,31422,4 - 20001 até 50000
2914703,NE,29,BA,Itaberaba,66806,5 - 50001 até 100000
2914802,NE,29,BA,Itabuna,221046,6 - 100001 até 500000
2914901,NE,29,BA,Itacaré,28382,4 - 20001 até 50000
2915007,NE,29,BA,Itaeté,16586,3 - 10001 até 20000
2915106,NE,29,BA,Itagi,13199,3 - 10001 até 20000
2915205,NE,29,BA,Itagibá,15577,3 - 10001 até 20000
2915304,NE,29,BA,Itagimirim,7291,2 - 5001 até 10000
2915353,NE,29,BA,Itaguaçu da Bahia,14718,3 - 10001 até 20000
2915403,NE,29,BA,Itaju do Colônia,7218,2 - 5001 até 10000
2915502,NE,29,BA,Itajuípe,21642,4 - 20001 até 50000
2915601,NE,29,BA,Itamaraju,67356,5 - 50001 até 100000
2915700,NE,29,BA,Itamari,8476,2 - 5001 até 10000
2915809,NE,29,BA,Itambé,24901,4 - 20001 até 50000
2915908,NE,29,BA,Itanagra,6730,2 - 5001 até 10000
2916005,NE,29,BA,Itanhém,20501,4 - 20001 até 50000
2916104,NE,29,BA,Itaparica,22866,4 - 20001 até 50000
2916203,NE,29,BA,Itapé,9830,2 - 5001 até 10000
2916302,NE,29,BA,Itapebi,10830,3 - 10001 até 20000
2916401,NE,29,BA,Itapetinga,77533,5 - 50001 até 100000
2916500,NE,29,BA,Itapicuru,36211,4 - 20001 até 50000
2916609,NE,29,BA,Itapitanga,10799,3 - 10001 até 20000
2916708,NE,29,BA,Itaquara,8592,2 - 5001 até 10000
2916807,NE,29,BA,Itarantim,20314,4 - 20001 até 50000
2916856,NE,29,BA,Itatim,14957,3 - 10001 até 20000
2916906,NE,29,BA,Itiruçu,13254,3 - 10001 até 20000
2917003,NE,29,BA,Itiúba,37567,4 - 20001 até 50000
2917102,NE,29,BA,Itororó,21241,4 - 20001 até 50000
2917201,NE,29,BA,Ituaçu,19577,3 - 10001 até 20000
2917300,NE,29,BA,Ituberá,29428,4 - 20001 até 50000
2917334,NE,29,BA,Iuiú,11399,3 - 10001 até 20000
2917359,NE,29,BA,Jaborandi,9056,2 - 5001 até 10000
2917409,NE,29,BA,Jacaraci,15459,3 - 10001 até 20000
2917508,NE,29,BA,Jacobina,83635,5 - 50001 até 100000
2917607,NE,29,BA,Jaguaquara,56033,5 - 50001 até 100000
2917706,NE,29,BA,Jaguarari,34499,4 - 20001 até 50000
2917805,NE,29,BA,Jaguaripe,19036,3 - 10001 até 20000
2917904,NE,29,BA,Jandaíra,11120,3 - 10001 até 20000
2918001,NE,29,BA,Jequié,162209,6 - 100001 até 500000
2918100,NE,29,BA,Jeremoabo,41605,4 - 20001 até 50000
2918209,NE,29,BA,Jiquiriçá,15106,3 - 10001 até 20000
2918308,NE,29,BA,Jitaúna,12692,3 - 10001 até 20000
2918357,NE,29,BA,João Dourado,25646,4 - 20001 até 50000
2918407,NE,29,BA,Juazeiro,221773,6 - 100001 até 500000
2918456,NE,29,BA,Jucuruçu,9924,2 - 5001 até 10000
2918506,NE,29,BA,Jussara,16006,3 - 10001 até 20000
2918555,NE,29,BA,Jussari,6275,2 - 5001 até 10000
2918605,NE,29,BA,Jussiape,7066,2 - 5001 até 10000
2918704,NE,29,BA,Lafaiete Coutinho,3975,1 - Até 5000
2918753,NE,29,BA,Lagoa Real,16029,3 - 10001 até 20000
2918803,NE,29,BA,Laje,24306,4 - 20001 até 50000
2918902,NE,29,BA,Lajedão,4068,1 - Até 5000
2919009,NE,29,BA,Lajedinho,4017,1 - Até 5000
2919058,NE,29,BA,Lajedo do Tabocal,8886,2 - 5001 até 10000
2919108,NE,29,BA,Lamarão,9007,2 - 5001 até 10000
2919157,NE,29,BA,Lapão,28244,4 - 20001 até 50000
2919207,NE,29,BA,Lauro de Freitas,197636,6 - 100001 até 500000
2919306,NE,29,BA,Lençóis,11636,3 - 10001 até 20000
2919405,NE,29,BA,Licínio de Almeida,12969,3 - 10001 até 20000
2919504,NE,29,BA,Livramento de Nossa Senhora,46739,4 - 20001 até 50000
2919553,NE,29,BA,Luís Eduardo Magalhães,83557,5 - 50001 até 100000
2919603,NE,29,BA,Macajuba,11879,3 - 10001 até 20000
2919702,NE,29,BA,Macarani,19110,3 - 10001 até 20000
2919801,NE,29,BA,Macaúbas,50987,5 - 50001 até 100000
2919900,NE,29,BA,Macururé,8266,2 - 5001 até 10000
2919926,NE,29,BA,Madre de Deus,21007,4 - 20001 até 50000
2919959,NE,29,BA,Maetinga,4456,1 - Até 5000
2920007,NE,29,BA,Maiquinique,10274,3 - 10001 até 20000
2920106,NE,29,BA,Mairi,19695,3 - 10001 até 20000
2920205,NE,29,BA,Malhada,17526,3 - 10001 até 20000
2920304,NE,29,BA,Malhada de Pedras,8856,2 - 5001 até 10000
2920403,NE,29,BA,Manoel Vitorino,14251,3 - 10001 até 20000
2920452,NE,29,BA,Mansidão,13959,3 - 10001 até 20000
2920502,NE,29,BA,Maracás,23018,4 - 20001 até 50000
2920601,NE,29,BA,Maragogipe,46260,4 - 20001 até 50000
2920700,NE,29,BA,Maraú,21313,4 - 20001 até 50000
2920809,NE,29,BA,Marcionílio Souza,10931,3 - 10001 até 20000
2920908,NE,29,BA,Mascote,14728,3 - 10001 até 20000
2921005,NE,29,BA,Mata de São João,46998,4 - 20001 até 50000
2921054,NE,29,BA,Matina,12488,3 - 10001 até 20000
2921104,NE,29,BA,Medeiros Neto,23586,4 - 20001 até 50000
2921203,NE,29,BA,Miguel Calmon,27520,4 - 20001 até 50000
2921302,NE,29,BA,Milagres,11585,3 - 10001 até 20000
2921401,NE,29,BA,Mirangaba,18729,3 - 10001 até 20000
2921450,NE,29,BA,Mirante,9578,2 - 5001 até 10000
2921500,NE,29,BA,Monte Santo,51953,5 - 50001 até 100000
2921609,NE,29,BA,Morpará,8950,2 - 5001 até 10000
2921708,NE,29,BA,Morro do Chapéu,36856,4 - 20001 até 50000
2921807,NE,29,BA,Mortugaba,12529,3 - 10001 até 20000
2921906,NE,29,BA,Mucugê,9957,2 - 5001 até 10000
2922003,NE,29,BA,Mucuri,42072,4 - 20001 até 50000
2922052,NE,29,BA,Mulungu do Morro,11988,3 - 10001 até 20000
2922102,NE,29,BA,Mundo Novo,27364,4 - 20001 até 50000
2922201,NE,29,BA,Muniz Ferreira,7678,2 - 5001 até 10000
2922250,NE,29,BA,Muquém de São Francisco,11644,3 - 10001 até 20000
2922300,NE,29,BA,Muritiba,30631,4 - 20001 até 50000
2922409,NE,29,BA,Mutuípe,22998,4 - 20001 até 50000
2922508,NE,29,BA,Nazaré,29546,4 - 20001 até 50000
2922607,NE,29,BA,Nilo Peçanha,14368,3 - 10001 até 20000
2922656,NE,29,BA,Nordestina,13597,3 - 10001 até 20000
2922706,NE,29,BA,Nova Canaã,17141,3 - 10001 até 20000
2922730,NE,29,BA,Nova Fátima,8119,2 - 5001 até 10000
2922755,NE,29,BA,Nova Ibiá,6986,2 - 5001 até 10000
2922805,NE,29,BA,Nova Itarana,8428,2 - 5001 até 10000
2922854,NE,29,BA,Nova Redenção,9500,2 - 5001 até 10000
2922904,NE,29,BA,Nova Soure,25460,4 - 20001 até 50000
2923001,NE,29,BA,Nova Viçosa,44052,4 - 20001 até 50000
2923035,NE,29,BA,Novo Horizonte,12514,3 - 10001 até 20000
2923050,NE,29,BA,Novo Triunfo,16037,3 - 10001 até 20000
2923100,NE,29,BA,Olindina,29227,4 - 20001 até 50000
2923209,NE,29,BA,Oliveira dos Brejinhos,22805,4 - 20001 até 50000
2923308,NE,29,BA,Ouriçangas,8916,2 - 5001 até 10000
2923357,NE,29,BA,Ourolândia,18025,3 - 10001 até 20000
2923407,NE,29,BA,Palmas de Monte Alto,22553,4 - 20001 até 50000
2923506,NE,29,BA,Palmeiras,9250,2 - 5001 até 10000
2923605,NE,29,BA,Paramirim,22286,4 - 20001 até 50000
2923704,NE,29,BA,Paratinga,32967,4 - 20001 até 50000
2923803,NE,29,BA,Paripiranga,30075,4 - 20001 até 50000
2923902,NE,29,BA,Pau Brasil,10673,3 - 10001 até 20000
2924009,NE,29,BA,Paulo Afonso,120706,6 - 100001 até 500000
2924058,NE,29,BA,Pé de Serra,14226,3 - 10001 até 20000
2924108,NE,29,BA,Pedrão,7527,2 - 5001 até 10000
2924207,NE,29,BA,Pedro Alexandre,18209,3 - 10001 até 20000
2924306,NE,29,BA,Piatã,18267,3 - 10001 até 20000
2924405,NE,29,BA,Pilão Arcado,35740,4 - 20001 até 50000
2924504,NE,29,BA,Pindaí,16889,3 - 10001 até 20000
2924603,NE,29,BA,Pindobaçu,21171,4 - 20001 até 50000
2924652,NE,29,BA,Pintadas,11012,3 - 10001 até 20000
2924678,NE,29,BA,Piraí do Norte,10411,3 - 10001 até 20000
2924702,NE,29,BA,Piripá,11849,3 - 10001 até 20000
2924801,NE,29,BA,Piritiba,25211,4 - 20001 até 50000
2924900,NE,29,BA,Planaltino,9582,2 - 5001 até 10000
2925006,NE,29,BA,Planalto,26915,4 - 20001 até 50000
2925105,NE,29,BA,Poções,48861,4 - 20001 até 50000
2925204,NE,29,BA,Pojuca,39718,4 - 20001 até 50000
2925253,NE,29,BA,Ponto Novo,15830,3 - 10001 até 20000
2925303,NE,29,BA,Porto Seguro,149324,6 - 100001 até 500000
2925402,NE,29,BA,Potiraguá,8438,2 - 5001 até 10000
2925501,NE,29,BA,Prado,29326,4 - 20001 até 50000
2925600,NE,29,BA,Presidente Dutra,15734,3 - 10001 até 20000
2925709,NE,29,BA,Presidente Jânio Quadros,13334,3 - 10001 até 20000
2925758,NE,29,BA,Presidente Tancredo Neves,28082,4 - 20001 até 50000
2925808,NE,29,BA,Queimadas,26552,4 - 20001 até 50000
2925907,NE,29,BA,Quijingue,28632,4 - 20001 até 50000
2925931,NE,29,BA,Quixabeira,9411,2 - 5001 até 10000
2925956,NE,29,BA,Rafael Jambeiro,23562,4 - 20001 até 50000
2926004,NE,29,BA,Remanso,42672,4 - 20001 até 50000
2926103,NE,29,BA,Retirolândia,14730,3 - 10001 até 20000
2926202,NE,29,BA,Riachão das Neves,23313,4 - 20001 até 50000
2926301,NE,29,BA,Riachão do Jacuípe,34784,4 - 20001 até 50000
2926400,NE,29,BA,Riacho de Santana,36439,4 - 20001 até 50000
2926509,NE,29,BA,Ribeira do Amparo,15443,3 - 10001 até 20000
2926608,NE,29,BA,Ribeira do Pombal,54965,5 - 50001 até 100000
2926657,NE,29,BA,Ribeirão do Largo,7437,2 - 5001 até 10000
2926707,NE,29,BA,Rio de Contas,13712,3 - 10001 até 20000
2926806,NE,29,BA,Rio do Antônio,15804,3 - 10001 até 20000
2926905,NE,29,BA,Rio do Pires,12130,3 - 10001 até 20000
2927002,NE,29,BA,Rio Real,41767,4 - 20001 até 50000
2927101,NE,29,BA,Rodelas,9405,2 - 5001 até 10000
2927200,NE,29,BA,Ruy Barbosa,32009,4 - 20001 até 50000
2927309,NE,29,BA,Salinas da Margarida,15772,3 - 10001 até 20000
2927408,NE,29,BA,Salvador,2953986,7 - Maior que 500000
2927507,NE,29,BA,Santa Bárbara,21415,4 - 20001 até 50000
2927606,NE,29,BA,Santa Brígida,14976,3 - 10001 até 20000
2927705,NE,29,BA,Santa Cruz Cabrália,28552,4 - 20001 até 50000
2927804,NE,29,BA,Santa Cruz da Vitória,6698,2 - 5001 até 10000
2927903,NE,29,BA,Santa Inês,11161,3 - 10001 até 20000
2928000,NE,29,BA,Santaluz,38422,4 - 20001 até 50000
2928059,NE,29,BA,Santa Luzia,13398,3 - 10001 até 20000
2928109,NE,29,BA,Santa Maria da Vitória,41769,4 - 20001 até 50000
2928208,NE,29,BA,Santana,27492,4 - 20001 até 50000
2928307,NE,29,BA,Santanópolis,9263,2 - 5001 até 10000
2928406,NE,29,BA,Santa Rita de Cássia,29146,4 - 20001 até 50000
2928505,NE,29,BA,Santa Teresinha,10682,3 - 10001 até 20000
2928604,NE,29,BA,Santo Amaro,61961,5 - 50001 até 100000
2928703,NE,29,BA,Santo Antônio de Jesus,103342,6 - 100001 até 500000
2928802,NE,29,BA,Santo Estêvão,53898,5 - 50001 até 100000
2928901,NE,29,BA,São Desidério,33661,4 - 20001 até 50000
2928950,NE,29,BA,São Domingos,9404,2 - 5001 até 10000
2929008,NE,29,BA,São Félix,15310,3 - 10001 até 20000
2929057,NE,29,BA,São Félix do Coribe,15825,3 - 10001 até 20000
2929107,NE,29,BA,São Felipe,21964,4 - 20001 até 50000
2929206,NE,29,BA,São Francisco do Conde,40220,4 - 20001 até 50000
2929255,NE,29,BA,São Gabriel,19613,3 - 10001 até 20000
2929305,NE,29,BA,São Gonçalo dos Campos,38018,4 - 20001 até 50000
2929354,NE,29,BA,São José da Vitória,6045,2 - 5001 até 10000
2929370,NE,29,BA,São José do Jacuípe,10784,3 - 10001 até 20000
2929404,NE,29,BA,São Miguel das Matas,12092,3 - 10001 até 20000
2929503,NE,29,BA,São Sebastião do Passé,45827,4 - 20001 até 50000
2929602,NE,29,BA,Sapeaçu,18114,3 - 10001 até 20000
2929701,NE,29,BA,Sátiro Dias,20429,4 - 20001 até 50000
2929750,NE,29,BA,Saubara,12380,3 - 10001 até 20000
2929800,NE,29,BA,Saúde,13385,3 - 10001 até 20000
2929909,NE,29,BA,Seabra,45568,4 - 20001 até 50000
2930006,NE,29,BA,Sebastião Laranjeiras,11696,3 - 10001 até 20000
2930105,NE,29,BA,Senhor do Bonfim,81218,5 - 50001 até 100000
2930154,NE,29,BA,Serra do Ramalho,32991,4 - 20001 até 50000
2930204,NE,29,BA,Sento Sé,41891,4 - 20001 até 50000
2930303,NE,29,BA,Serra Dourada,18320,3 - 10001 até 20000
2930402,NE,29,BA,Serra Preta,16036,3 - 10001 até 20000
2930501,NE,29,BA,Serrinha,83088,5 - 50001 até 100000
2930600,NE,29,BA,Serrolândia,13832,3 - 10001 até 20000
2930709,NE,29,BA,Simões Filho,136050,6 - 100001 até 500000
2930758,NE,29,BA,Sítio do Mato,13437,3 - 10001 até 20000
2930766,NE,29,BA,Sítio do Quinto,11283,3 - 10001 até 20000
2930774,NE,29,BA,Sobradinho,23713,4 - 20001 até 50000
2930808,NE,29,BA,Souto Soares,17503,3 - 10001 até 20000
2930907,NE,29,BA,Tabocas do Brejo Velho,13057,3 - 10001 até 20000
2931004,NE,29,BA,Tanhaçu,21315,4 - 20001 até 50000
2931053,NE,29,BA,Tanque Novo,17884,3 - 10001 até 20000
2931103,NE,29,BA,Tanquinho,8232,2 - 5001 até 10000
2931202,NE,29,BA,Taperoá,21462,4 - 20001 até 50000
2931301,NE,29,BA,Tapiramutá,17845,3 - 10001 até 20000
2931350,NE,29,BA,Teixeira de Freitas,161690,6 - 100001 até 500000
2931400,NE,29,BA,Teodoro Sampaio,7936,2 - 5001 até 10000
2931509,NE,29,BA,Teofilândia,23378,4 - 20001 até 50000
2931608,NE,29,BA,Teolândia,15357,3 - 10001 até 20000
2931707,NE,29,BA,Terra Nova,13536,3 - 10001 até 20000
2931806,NE,29,BA,Tremedal,17700,3 - 10001 até 20000
2931905,NE,29,BA,Tucano,52540,5 - 50001 até 100000
2932002,NE,29,BA,Uauá,25773,4 - 20001 até 50000
2932101,NE,29,BA,Ubaíra,20800,4 - 20001 até 50000
2932200,NE,29,BA,Ubaitaba,20489,4 - 20001 até 50000
2932309,NE,29,BA,Ubatã,27527,4 - 20001 até 50000
2932408,NE,29,BA,Uibaí,14474,3 - 10001 até 20000
2932457,NE,29,BA,Umburanas,19522,3 - 10001 até 20000
2932507,NE,29,BA,Una,21331,4 - 20001 até 50000
2932606,NE,29,BA,Urandi,17356,3 - 10001 até 20000
2932705,NE,29,BA,Uruçuca,21711,4 - 20001 até 50000
2932804,NE,29,BA,Utinga,19780,3 - 10001 até 20000
2932903,NE,29,BA,Valença,98749,5 - 50001 até 100000
2933000,NE,29,BA,Valente,28743,4 - 20001 até 50000
2933059,NE,29,BA,Várzea da Roça,14662,3 - 10001 até 20000
2933109,NE,29,BA,Várzea do Poço,9449,2 - 5001 até 10000
2933158,NE,29,BA,Várzea Nova,13454,3 - 10001 até 20000
2933174,NE,29,BA,Varzedo,9375,2 - 5001 até 10000
2933208,NE,29,BA,Vera Cruz,43640,4 - 20001 até 50000
2933257,NE,29,BA,Vereda,6620,2 - 5001 até 10000
2933307,NE,29,BA,Vitória da Conquista,348718,6 - 100001 até 500000
2933406,NE,29,BA,Wagner,9753,2 - 5001 até 10000
2933455,NE,29,BA,Wanderley,12935,3 - 10001 até 20000
2933505,NE,29,BA,Wenceslau Guimarães,22365,4 - 20001 até 50000
2933604,NE,29,BA,Xique-Xique,48365,4 - 20001 até 50000
3100104,SE,31,MG,Abadia dos Dourados,7059,2 - 5001 até 10000
3100203,SE,31,MG,Abaeté,23611,4 - 20001 até 50000
3100302,SE,31,MG,Abre Campo,13733,3 - 10001 até 20000
3100401,SE,31,MG,Acaiaca,4065,1 - Até 5000
3100500,SE,31,MG,Açucena,9997,2 - 5001 até 10000
3100609,SE,31,MG,Água Boa,14370,3 - 10001 até 20000
3100708,SE,31,MG,Água Comprida,2058,1 - Até 5000
3100807,SE,31,MG,Aguanil,4440,1 - Até 5000
3100906,SE,31,MG,Águas Formosas,19416,3 - 10001 até 20000
3101003,SE,31,MG,Águas Vermelhas,13576,3 - 10001 até 20000
3101102,SE,31,MG,Aimorés,25711,4 - 20001 até 50000
3101201,SE,31,MG,Aiuruoca,6209,2 - 5001 até 10000
3101300,SE,31,MG,Alagoa,2752,1 - Até 5000
3101409,SE,31,MG,Albertina,3046,1 - Até 5000
3101508,SE,31,MG,Além Paraíba,35866,4 - 20001 até 50000
3101607,SE,31,MG,Alfenas,79707,5 - 50001 até 100000
3101631,SE,31,MG,Alfredo Vasconcelos,6775,2 - 5001 até 10000
3101706,SE,31,MG,Almenara,41794,4 - 20001 até 50000
3101805,SE,31,MG,Alpercata,7515,2 - 5001 até 10000
3101904,SE,31,MG,Alpinópolis,19846,3 - 10001 até 20000
3102001,SE,31,MG,Alterosa,14551,3 - 10001 até 20000
3102050,SE,31,MG,Alto Caparaó,5791,2 - 5001 até 10000
3102100,SE,31,MG,Alto Rio Doce,11693,3 - 10001 até 20000
3102209,SE,31,MG,Alvarenga,4199,1 - Até 5000
3102308,SE,31,MG,Alvinópolis,15599,3 - 10001 até 20000
3102407,SE,31,MG,Alvorada de Minas,3673,1 - Até 5000
3102506,SE,31,MG,Amparo do Serra,4924,1 - Até 5000
3102605,SE,31,MG,Andradas,40706,4 - 20001 até 50000
3102704,SE,31,MG,Cachoeira de Pajeú,9479,2 - 5001 até 10000
3102803,SE,31,MG,Andrelândia,12507,3 - 10001 até 20000
3102852,SE,31,MG,Angelândia,8541,2 - 5001 até 10000
3102902,SE,31,MG,Antônio Carlos,11608,3 - 10001 até 20000
3103009,SE,31,MG,Antônio Dias,9637,2 - 5001 até 10000
3103108,SE,31,MG,Antônio Prado de Minas,1664,1 - Até 5000
3103207,SE,31,MG,Araçaí,2368,1 - Até 5000
3103306,SE,31,MG,Aracitaba,2111,1 - Até 5000
3103405,SE,31,MG,Araçuaí,37361,4 - 20001 até 50000
3103504,SE,31,MG,Araguari,117445,6 - 100001 até 500000
3103603,SE,31,MG,Arantina,2873,1 - Até 5000
3103702,SE,31,MG,Araponga,8544,2 - 5001 até 10000
3103751,SE,31,MG,Araporã,6774,2 - 5001 até 10000
3103801,SE,31,MG,Arapuá,2883,1 - Até 5000
3103900,SE,31,MG,Araújos,8996,2 - 5001 até 10000
3104007,SE,31,MG,Araxá,104283,6 - 100001 até 500000
3104106,SE,31,MG,Arceburgo,10578,3 - 10001 até 20000
3104205,SE,31,MG,Arcos,39811,4 - 20001 até 50000
3104304,SE,31,MG,Areado,14956,3 - 10001 até 20000
3104403,SE,31,MG,Argirita,2859,1 - Até 5000
3104452,SE,31,MG,Aricanduva,5192,2 - 5001 até 10000
3104502,SE,31,MG,Arinos,18243,3 - 10001 até 20000
3104601,SE,31,MG,Astolfo Dutra,14118,3 - 10001 até 20000
3104700,SE,31,MG,Ataléia,13762,3 - 10001 até 20000
3104809,SE,31,MG,Augusto de Lima,5023,2 - 5001 até 10000
3104908,SE,31,MG,Baependi,19315,3 - 10001 até 20000
3105004,SE,31,MG,Baldim,8051,2 - 5001 até 10000
3105103,SE,31,MG,Bambuí,24018,4 - 20001 até 50000
3105202,SE,31,MG,Bandeira,4984,1 - Até 5000
3105301,SE,31,MG,Bandeira do Sul,5739,2 - 5001 até 10000
3105400,SE,31,MG,Barão de Cocais,31968,4 - 20001 até 50000
3105509,SE,31,MG,Barão de Monte Alto,5648,2 - 5001 até 10000
3105608,SE,31,MG,Barbacena,136689,6 - 100001 até 500000
3105707,SE,31,MG,Barra Longa,5624,2 - 5001 até 10000
3105905,SE,31,MG,Barroso,20882,4 - 20001 até 50000
3106002,SE,31,MG,Bela Vista de Minas,10416,3 - 10001 até 20000
3106101,SE,31,MG,Belmiro Braga,3503,1 - Até 5000
3106200,SE,31,MG,Belo Horizonte,2523794,7 - Maior que 500000
3106309,SE,31,MG,Belo Oriente,26158,4 - 20001 até 50000
3106408,SE,31,MG,Belo Vale,7841,2 - 5001 até 10000
3106507,SE,31,MG,Berilo,12360,3 - 10001 até 20000
3106606,SE,31,MG,Bertópolis,4678,1 - Até 5000
3106655,SE,31,MG,Berizal,4720,1 - Até 5000
3106705,SE,31,MG,Betim,427146,6 - 100001 até 500000
3106804,SE,31,MG,Bias Fortes,3613,1 - Até 5000
3106903,SE,31,MG,Bicas,14545,3 - 10001 até 20000
3107000,SE,31,MG,Biquinhas,2619,1 - Até 5000
3107109,SE,31,MG,Boa Esperança,40530,4 - 20001 até 50000
3107208,SE,31,MG,Bocaina de Minas,5185,2 - 5001 até 10000
3107307,SE,31,MG,Bocaiúva,50168,5 - 50001 até 100000
3107406,SE,31,MG,Bom Despacho,50042,5 - 50001 até 100000
3107505,SE,31,MG,Bom Jardim de Minas,6644,2 - 5001 até 10000
3107604,SE,31,MG,Bom Jesus da Penha,4203,1 - Até 5000
3107703,SE,31,MG,Bom Jesus do Amparo,6018,2 - 5001 até 10000
3107802,SE,31,MG,Bom Jesus do Galho,15459,3 - 10001 até 20000
3107901,SE,31,MG,Bom Repouso,10775,3 - 10001 até 20000
3108008,SE,31,MG,Bom Sucesso,17907,3 - 10001 até 20000
3108107,SE,31,MG,Bonfim,7020,2 - 5001 até 10000
3108206,SE,31,MG,Bonfinópolis de Minas,5764,2 - 5001 até 10000
3108255,SE,31,MG,Bonito de Minas,10951,3 - 10001 até 20000
3108305,SE,31,MG,Borda da Mata,19055,3 - 10001 até 20000
3108404,SE,31,MG,Botelhos,15322,3 - 10001 até 20000
3108503,SE,31,MG,Botumirim,6540,2 - 5001 até 10000
3108552,SE,31,MG,Brasilândia de Minas,16105,3 - 10001 até 20000
